1.895209997892379761e-01 -4.964830353856086731e-02
2.009868919849395752e-01 -4.798778891563415527e-02
2.110651880502700806e-01 -4.640938714146614075e-02
2.226302623748779297e-01 -4.446251690387725830e-02
2.306787669658660889e-01 -4.302282631397247314e-02
2.421350926160812378e-01 -4.085481539368629456e-02
2.540533542633056641e-01 -3.845390677452087402e-02
2.625781595706939697e-01 -3.664791584014892578e-02
2.740859985351562500e-01 -3.409700840711593628e-02
2.842706739902496338e-01 -3.173661604523658752e-02
2.968386113643646240e-01 -2.870113775134086609e-02
3.092780113220214844e-01 -2.557800151407718658e-02
3.242198526859283447e-01 -2.169777825474739075e-02
3.309853971004486084e-01 -1.990456692874431610e-02
3.410156667232513428e-01 -1.721636764705181122e-02
3.534474968910217285e-01 -1.385539770126342773e-02
3.610078692436218262e-01 -1.180747989565134048e-02
3.723098039627075195e-01 -8.758415468037128448e-03
3.874628245830535889e-01 -4.730601795017719269e-03
3.995243310928344727e-01 -1.607195124961435795e-03
4.083557724952697754e-01 6.169203552417457104e-04
4.182382524013519287e-01 3.029955318197607994e-03
4.294796884059906006e-01 5.663701798766851425e-03
4.363427460193634033e-01 7.207555230706930161e-03
4.479024112224578857e-01 9.689411148428916931e-03
4.617191553115844727e-01 1.244859769940376282e-02
4.697768390178680420e-01 1.394894067198038101e-02
4.836621284484863281e-01 1.634152233600616455e-02
4.938662350177764893e-01 1.794266700744628906e-02
5.040205121040344238e-01 1.940398290753364563e-02
5.127428770065307617e-01 2.055509202182292938e-02
5.259582400321960449e-01 2.211882174015045166e-02
5.367858409881591797e-01 2.324195392429828644e-02
5.463767051696777344e-01 2.412131987512111664e-02
5.564454793930053711e-01 2.493136376142501831e-02
5.722780823707580566e-01 2.597954869270324707e-02
5.810418725013732910e-01 2.644594945013523102e-02
5.895693302154541016e-01 2.682512067258358002e-02
5.982021689414978027e-01 2.713636122643947601e-02
6.090753674507141113e-01 2.742819860577583313e-02
6.210584640502929688e-01 2.762565203011035919e-02
6.343486905097961426e-01 2.769956737756729126e-02
6.461581587791442871e-01 2.764334715902805328e-02
6.557506918907165527e-01 2.751713618636131287e-02
6.687679886817932129e-01 2.723539434373378754e-02
6.800994873046875000e-01 2.689110487699508667e-02
6.948044300079345703e-01 2.631354704499244690e-02
7.012162804603576660e-01 2.601734921336174011e-02
7.145397663116455078e-01 2.531925402581691742e-02
7.344202399253845215e-01 2.407999709248542786e-02
7.465131878852844238e-01 2.321643196046352386e-02
7.652527093887329102e-01 2.172371745109558105e-02
7.811108231544494629e-01 2.032141014933586121e-02
7.993876338005065918e-01 1.855627261102199554e-02
8.156412243843078613e-01 1.686023920774459839e-02
8.327290415763854980e-01 1.495695952326059341e-02
8.492499589920043945e-01 1.300768367946147919e-02
8.607912063598632812e-01 1.158710848540067673e-02
8.722803592681884766e-01 1.012891344726085663e-02
8.875333666801452637e-01 8.133150637149810791e-03
9.016574025154113770e-01 6.236154120415449142e-03
9.306237697601318359e-01 2.294352976605296135e-03
9.475246071815490723e-01 1.106228883145377040e-04
9.599985480308532715e-01 -1.242715981788933277e-03
9.658033251762390137e-01 -1.686655916273593903e-03
9.714919328689575195e-01 -1.896842266432940960e-03
9.766042232513427734e-01 -1.821210375055670738e-03
